District,County,FY,DC Case Category,DC Case Type,Filing/Disposition Type,Count,Count Description
2,Worcester,FY2013,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,98,Disposition
2,Worcester,FY2013,Motor Vehicle,Parking & Red Light,All Disposition Manner,69,Disposition
2,Worcester,FY2014,Misc,Civil Citations,ALL,468,Filing
2,Worcester,FY2014,Misc,Municipal Infractions,ALL,157,Filing
2,Worcester,FY2014,Misc,Forfeiture of Contraband,ALL,3,Filing
2,Worcester,FY2014,Criminal,Fugitive Warrants,ALL,121,Filing
2,Worcester,FY2014,Misc,Injunctions,ALL,1,Filing
2,Worcester,FY2014,Civil,Civil,ALL,2763,Filing
2,Worcester,FY2014,Landlord Tenant,Landlord Tenant,ALL,57,Filing
2,Worcester,FY2014,Misc,Emergency Evaluations,ALL,11,Filing
2,Worcester,FY2014,Criminal,Criminal,ALL,5016,Filing
2,Worcester,FY2014,Motor Vehicle,Payable & Must Appear,ALL,21266,Filing
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,ALL,1044,Filing
2,Worcester,FY2014,Peace Order & Domestic Violence,Domestic Violence,ALL,232,Filing
2,Worcester,FY2014,Peace Order & Domestic Violence,Peace Order ,ALL,171,Filing
2,Worcester,FY2014,Motor Vehicle,Parking & Red Light,ALL,42,Filing
2,Worcester,FY2014,Motor Vehicle,Payable & Must Appear,Paid,15027,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Guilty,397,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Probation Before Judgment,470,Disposition
2,Worcester,FY2014,Motor Vehicle,Payable & Must Appear,Tried,2967,Disposition
2,Worcester,FY2014,Motor Vehicle,Payable & Must Appear,Miscellaneous,1976,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Not Guilty,34,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Nolle Prosequi,141,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Jury Trial Prayer,1,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Other,3,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Stet,4,Disposition
2,Worcester,FY2014,Motor Vehicle,DUI/DWI,Dismissed,6,Disposition
2,Worcester,FY2014,Misc,Municipal Infractions,All Disposition Manner,134,Disposition
2,Worcester,FY2014,Criminal,Criminal,Nolle Prosequi,2018,Disposition
2,Worcester,FY2014,Criminal,Criminal,Guilty,888,Disposition
2,Worcester,FY2014,Criminal,Criminal,Probation Before Judgment,932,Disposition
2,Worcester,FY2014,Criminal,Criminal,Stet,189,Disposition
2,Worcester,FY2014,Misc,Civil Citations,All Disposition Manner,692,Disposition
2,Worcester,FY2014,Criminal,Criminal,Not Guilty,202,Disposition
2,Worcester,FY2014,Criminal,Criminal,Jury Trial Prayer,94,Disposition
2,Worcester,FY2014,Criminal,Criminal,Other,21,Disposition
2,Worcester,FY2014,Criminal,Criminal,Forwarded to Circuit Court,332,Disposition
2,Worcester,FY2014,Criminal,Criminal,Dismissed,8,Disposition
2,Worcester,FY2014,Civil,Civil,All Judgements,1708,Disposition
2,Worcester,FY2014,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,88,Disposition
2,Worcester,FY2014,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,71,Disposition
2,Worcester,FY2014,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,141,Disposition
2,Worcester,FY2014,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,93,Disposition
2,Worcester,FY2014,Motor Vehicle,Parking & Red Light,All Disposition Manner,42,Disposition
2,Worcester,FY2015,Misc,Municipal Infractions,ALL,196,Filing
2,Worcester,FY2015,Criminal,Criminal,ALL,4006,Filing
2,Worcester,FY2015,Misc,Civil Citations,ALL,941,Filing
2,Worcester,FY2015,Criminal,Fugitive Warrants,ALL,122,Filing
2,Worcester,FY2015,Misc,Forfeiture of Contraband,ALL,2,Filing
2,Worcester,FY2015,Landlord Tenant,Landlord Tenant,ALL,40,Filing
2,Worcester,FY2015,Civil,Civil,ALL,2022,Filing
2,Worcester,FY2015,Misc,Emergency Evaluations,ALL,5,Filing
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,ALL,1020,Filing
2,Worcester,FY2015,Motor Vehicle,Payable & Must Appear,ALL,19151,Filing
2,Worcester,FY2015,Peace Order & Domestic Violence,Domestic Violence,ALL,205,Filing
2,Worcester,FY2015,Peace Order & Domestic Violence,Peace Order ,ALL,141,Filing
2,Worcester,FY2015,Motor Vehicle,Parking & Red Light,ALL,22,Filing
2,Worcester,FY2015,Motor Vehicle,Payable & Must Appear,Paid,14100,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Guilty,340,Disposition
2,Worcester,FY2015,Motor Vehicle,Payable & Must Appear,Miscellaneous,2125,Disposition
2,Worcester,FY2015,Motor Vehicle,Payable & Must Appear,Tried,2828,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Not Guilty,44,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Probation Before Judgment,501,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Nolle Prosequi,54,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Other,3,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Stet,3,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Jury Trial Prayer,2,Disposition
2,Worcester,FY2015,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
2,Worcester,FY2015,Criminal,Criminal,Guilty,819,Disposition
2,Worcester,FY2015,Criminal,Criminal,Forwarded to Circuit Court,322,Disposition
2,Worcester,FY2015,Criminal,Criminal,Dismissed,74,Disposition
2,Worcester,FY2015,Misc,Civil Citations,All Disposition Manner,610,Disposition
2,Worcester,FY2015,Criminal,Criminal,Probation Before Judgment,993,Disposition
2,Worcester,FY2015,Misc,Municipal Infractions,All Disposition Manner,202,Disposition
2,Worcester,FY2015,Criminal,Criminal,Stet,206,Disposition
2,Worcester,FY2015,Criminal,Criminal,Jury Trial Prayer,87,Disposition
2,Worcester,FY2015,Criminal,Criminal,Not Guilty,193,Disposition
2,Worcester,FY2015,Criminal,Criminal,Other,28,Disposition
2,Worcester,FY2015,Criminal,Criminal,Nolle Prosequi,2021,Disposition
2,Worcester,FY2015,Civil,Civil,All Judgements,1387,Disposition
2,Worcester,FY2015,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,64,Disposition
2,Worcester,FY2015,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,62,Disposition
2,Worcester,FY2015,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,130,Disposition
2,Worcester,FY2015,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,78,Disposition
2,Worcester,FY2015,Motor Vehicle,Parking & Red Light,All Disposition Manner,22,Disposition
2,Worcester,FY2016,Civil,Civil,ALL,2136,Filing
2,Worcester,FY2016,Criminal,Criminal,ALL,3244,Filing
2,Worcester,FY2016,Landlord Tenant,Landlord Tenant,ALL,49,Filing
2,Worcester,FY2016,Criminal,Fugitive Warrants,ALL,98,Filing
2,Worcester,FY2016,Misc,Injunctions,ALL,1,Filing
2,Worcester,FY2016,Misc,Civil Citations,ALL,1295,Filing
2,Worcester,FY2016,Misc,Municipal Infractions,ALL,182,Filing
2,Worcester,FY2016,Misc,Emergency Evaluations,ALL,9,Filing
2,Worcester,FY2016,Motor Vehicle,Payable & Must Appear,ALL,16326,Filing
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,ALL,914,Filing
2,Worcester,FY2016,Peace Order & Domestic Violence,Domestic Violence,ALL,215,Filing
2,Worcester,FY2016,Peace Order & Domestic Violence,Peace Order ,ALL,141,Filing
2,Worcester,FY2016,Motor Vehicle,Parking & Red Light,ALL,29,Filing
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Guilty,460,Disposition
2,Worcester,FY2016,Motor Vehicle,Payable & Must Appear,Paid,11682,Disposition
2,Worcester,FY2016,Motor Vehicle,Payable & Must Appear,Tried,2174,Disposition
2,Worcester,FY2016,Motor Vehicle,Payable & Must Appear,Miscellaneous,1835,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Probation Before Judgment,444,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Not Guilty,45,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Nolle Prosequi,52,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Stet,3,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Jury Trial Prayer,5,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Other,7,Disposition
2,Worcester,FY2016,Motor Vehicle,DUI/DWI,Dismissed,1,Disposition
2,Worcester,FY2016,Criminal,Criminal,Probation Before Judgment,658,Disposition
2,Worcester,FY2016,Criminal,Criminal,Other,21,Disposition
2,Worcester,FY2016,Criminal,Criminal,Forwarded to Circuit Court,257,Disposition
2,Worcester,FY2016,Criminal,Criminal,Dismissed,29,Disposition
2,Worcester,FY2016,Criminal,Criminal,Jury Trial Prayer,115,Disposition
2,Worcester,FY2016,Misc,Municipal Infractions,All Disposition Manner,206,Disposition
2,Worcester,FY2016,Criminal,Criminal,Guilty,756,Disposition
2,Worcester,FY2016,Criminal,Criminal,Not Guilty,136,Disposition
2,Worcester,FY2016,Misc,Civil Citations,All Disposition Manner,1653,Disposition
2,Worcester,FY2016,Criminal,Criminal,Nolle Prosequi,1403,Disposition
2,Worcester,FY2016,Criminal,Criminal,Stet,234,Disposition
2,Worcester,FY2016,Civil,Civil,All Judgements,1351,Disposition
2,Worcester,FY2016,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,88,Disposition
2,Worcester,FY2016,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,60,Disposition
2,Worcester,FY2016,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,119,Disposition
2,Worcester,FY2016,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,85,Disposition
2,Worcester,FY2016,Motor Vehicle,Parking & Red Light,All Disposition Manner,29,Disposition
2,Worcester,FY2017,Landlord Tenant,Landlord Tenant,ALL,638,Filing
2,Worcester,FY2017,Misc,Injunctions,ALL,1,Filing
2,Worcester,FY2017,Misc,Emergency Evaluations,ALL,7,Filing
2,Worcester,FY2017,Civil,Civil,ALL,1747,Filing
2,Worcester,FY2017,Misc,Civil Citations,ALL,1301,Filing
2,Worcester,FY2017,Criminal,Fugitive Warrants,ALL,112,Filing
2,Worcester,FY2017,Misc,Municipal Infractions,ALL,252,Filing
2,Worcester,FY2017,Criminal,Criminal,ALL,3156,Filing
2,Worcester,FY2017,Motor Vehicle,Payable & Must Appear,ALL,16903,Filing
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,ALL,803,Filing
2,Worcester,FY2017,Motor Vehicle,Other,ALL,1,Filing
2,Worcester,FY2017,Peace Order & Domestic Violence,Domestic Violence,ALL,197,Filing
2,Worcester,FY2017,Peace Order & Domestic Violence,Peace Order ,ALL,137,Filing
2,Worcester,FY2017,Motor Vehicle,Parking & Red Light,ALL,105,Filing
2,Worcester,FY2017,Motor Vehicle,Payable & Must Appear,Paid,11816,Disposition
2,Worcester,FY2017,Motor Vehicle,Payable & Must Appear,Tried,2384,Disposition
2,Worcester,FY2017,Motor Vehicle,Payable & Must Appear,Miscellaneous,1858,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Probation Before Judgment,345,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Nolle Prosequi,42,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Guilty,329,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Dismissed,4,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Jury Trial Prayer,59,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Other,15,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Not Guilty,32,Disposition
2,Worcester,FY2017,Motor Vehicle,DUI/DWI,Stet,6,Disposition
2,Worcester,FY2017,Motor Vehicle,Other,All Disposition Manner,1,Disposition
2,Worcester,FY2017,Criminal,Criminal,Nolle Prosequi,964,Disposition
2,Worcester,FY2017,Criminal,Criminal,Guilty,722,Disposition
2,Worcester,FY2017,Criminal,Criminal,Stet,232,Disposition
2,Worcester,FY2017,Misc,Civil Citations,All Disposition Manner,1254,Disposition
2,Worcester,FY2017,Misc,Municipal Infractions,All Disposition Manner,268,Disposition
2,Worcester,FY2017,Criminal,Criminal,Probation Before Judgment,474,Disposition
2,Worcester,FY2017,Criminal,Criminal,Not Guilty,162,Disposition
2,Worcester,FY2017,Criminal,Criminal,Forwarded to Circuit Court,240,Disposition
2,Worcester,FY2017,Criminal,Criminal,Dismissed,16,Disposition
2,Worcester,FY2017,Criminal,Criminal,Other,39,Disposition
2,Worcester,FY2017,Criminal,Criminal,Jury Trial Prayer,119,Disposition
2,Worcester,FY2017,Civil,Civil,All Judgements,1102,Disposition
2,Worcester,FY2017,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,79,Disposition
2,Worcester,FY2017,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,36,Disposition
2,Worcester,FY2017,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,54,Disposition
2,Worcester,FY2017,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,53,Disposition
2,Worcester,FY2017,Motor Vehicle,Parking & Red Light,All Disposition Manner,105,Disposition
2,Worcester,FY2018,Civil,Civil,ALL,2018,Filing
2,Worcester,FY2018,Misc,Emergency Evaluations,ALL,2,Filing
2,Worcester,FY2018,Misc,Civil Citations,ALL,1544,Filing
2,Worcester,FY2018,Landlord Tenant,Landlord Tenant,ALL,1130,Filing
2,Worcester,FY2018,Misc,Municipal Infractions,ALL,393,Filing
2,Worcester,FY2018,Criminal,Criminal,ALL,3234,Filing
2,Worcester,FY2018,Criminal,Fugitive Warrants,ALL,112,Filing
2,Worcester,FY2018,Motor Vehicle,Payable & Must Appear,ALL,17874,Filing
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,ALL,865,Filing
2,Worcester,FY2018,Peace Order & Domestic Violence,Domestic Violence,ALL,194,Filing
2,Worcester,FY2018,Peace Order & Domestic Violence,Peace Order ,ALL,151,Filing
2,Worcester,FY2018,Motor Vehicle,Parking & Red Light,ALL,54,Filing
2,Worcester,FY2018,Motor Vehicle,Payable & Must Appear,Tried,2535,Disposition
2,Worcester,FY2018,Motor Vehicle,Payable & Must Appear,Miscellaneous,2247,Disposition
2,Worcester,FY2018,Motor Vehicle,Payable & Must Appear,Paid,12463,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Jury Trial Prayer,52,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Guilty,338,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Probation Before Judgment,404,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Other,19,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Nolle Prosequi,46,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Not Guilty,15,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Stet,7,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Dismissed,3,Disposition
2,Worcester,FY2018,Motor Vehicle,DUI/DWI,Merged,1,Disposition
2,Worcester,FY2018,Criminal,Criminal,Nolle Prosequi,987,Disposition
2,Worcester,FY2018,Misc,Civil Citations,All Disposition Manner,1342,Disposition
2,Worcester,FY2018,Criminal,Criminal,Stet,227,Disposition
2,Worcester,FY2018,Criminal,Criminal,Jury Trial Prayer,109,Disposition
2,Worcester,FY2018,Criminal,Criminal,Not Guilty,153,Disposition
2,Worcester,FY2018,Criminal,Criminal,Probation Before Judgment,673,Disposition
2,Worcester,FY2018,Misc,Municipal Infractions,All Disposition Manner,330,Disposition
2,Worcester,FY2018,Criminal,Criminal,Dismissed,48,Disposition
2,Worcester,FY2018,Criminal,Criminal,Guilty,759,Disposition
2,Worcester,FY2018,Criminal,Criminal,Forwarded to Circuit Court,257,Disposition
2,Worcester,FY2018,Criminal,Criminal,Other,38,Disposition
2,Worcester,FY2018,Civil,Civil,All Judgements,1311,Disposition
2,Worcester,FY2018,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,58,Disposition
2,Worcester,FY2018,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,39,Disposition
2,Worcester,FY2018,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,99,Disposition
2,Worcester,FY2018,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,85,Disposition
2,Worcester,FY2018,Motor Vehicle,Parking & Red Light,All Disposition Manner,54,Disposition
2,Worcester,FY2018,Misc,Emergency Evaluations,Granted,2,Disposition
2,Worcester,FY2019,Misc,Municipal Infractions,ALL,389,Filing
2,Worcester,FY2019,Criminal,Criminal,ALL,2976,Filing
2,Worcester,FY2019,Misc,Civil Citations,ALL,1436,Filing
2,Worcester,FY2019,Misc,Emergency Evaluations,ALL,13,Filing
2,Worcester,FY2019,Landlord Tenant,Landlord Tenant,ALL,1161,Filing
2,Worcester,FY2019,Civil,Civil,ALL,1749,Filing
2,Worcester,FY2019,Criminal,Fugitive Warrants,ALL,79,Filing
2,Worcester,FY2019,Motor Vehicle,Payable & Must Appear,ALL,17460,Filing
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,ALL,875,Filing
2,Worcester,FY2019,Peace Order & Domestic Violence,Domestic Violence,ALL,171,Filing
2,Worcester,FY2019,Peace Order & Domestic Violence,Peace Order ,ALL,149,Filing
2,Worcester,FY2019,Motor Vehicle,Parking & Red Light,ALL,21,Filing
2,Worcester,FY2019,Motor Vehicle,Payable & Must Appear,Tried,2506,Disposition
2,Worcester,FY2019,Motor Vehicle,Payable & Must Appear,Paid,12091,Disposition
2,Worcester,FY2019,Motor Vehicle,Payable & Must Appear,Miscellaneous,2117,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Probation Before Judgment,414,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Guilty,308,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Nolle Prosequi,57,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Other,7,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Jury Trial Prayer,35,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Stet,4,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Not Guilty,17,Disposition
2,Worcester,FY2019,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
2,Worcester,FY2019,Criminal,Criminal,Dismissed,53,Disposition
2,Worcester,FY2019,Criminal,Criminal,Jury Trial Prayer,77,Disposition
2,Worcester,FY2019,Criminal,Criminal,Stet,129,Disposition
2,Worcester,FY2019,Misc,Municipal Infractions,All Disposition Manner,353,Disposition
2,Worcester,FY2019,Criminal,Criminal,Probation Before Judgment,563,Disposition
2,Worcester,FY2019,Criminal,Criminal,Guilty,683,Disposition
2,Worcester,FY2019,Criminal,Criminal,Nolle Prosequi,1480,Disposition
2,Worcester,FY2019,Criminal,Criminal,Other,21,Disposition
2,Worcester,FY2019,Criminal,Criminal,Not Guilty,119,Disposition
2,Worcester,FY2019,Criminal,Criminal,Forwarded to Circuit Court,175,Disposition
2,Worcester,FY2019,Misc,Civil Citations,All Disposition Manner,1326,Disposition
2,Worcester,FY2019,Civil,Civil,All Judgements,1121,Disposition
2,Worcester,FY2019,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,75,Disposition
2,Worcester,FY2019,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,72,Disposition
2,Worcester,FY2019,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,89,Disposition
2,Worcester,FY2019,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,70,Disposition
2,Worcester,FY2019,Motor Vehicle,Parking & Red Light,All Disposition Manner,21,Disposition
2,Worcester,FY2019,Misc,Emergency Evaluations,Granted,10,Disposition
2,Worcester,FY2020,Landlord Tenant,Landlord Tenant,ALL,858,Filing
2,Worcester,FY2020,Criminal,Criminal,ALL,3043,Filing
2,Worcester,FY2020,Misc,Municipal Infractions,ALL,285,Filing
2,Worcester,FY2020,Misc,Emergency Evaluations,ALL,6,Filing
2,Worcester,FY2020,Misc,Civil Citations,ALL,1261,Filing
2,Worcester,FY2020,Civil,Civil,ALL,1544,Filing
2,Worcester,FY2020,Criminal,Fugitive Warrants,ALL,91,Filing
2,Worcester,FY2020,Misc,Forfeiture of Contraband,ALL,1,Filing
2,Worcester,FY2020,Motor Vehicle,Payable & Must Appear,ALL,17036,Filing
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,ALL,778,Filing
2,Worcester,FY2020,Peace Order & Domestic Violence,Domestic Violence,ALL,235,Filing
2,Worcester,FY2020,Peace Order & Domestic Violence,Peace Order ,ALL,163,Filing
2,Worcester,FY2020,Motor Vehicle,Parking & Red Light,ALL,37,Filing
2,Worcester,FY2020,Motor Vehicle,Payable & Must Appear,Paid,11748,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Probation Before Judgment,346,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Other,14,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Guilty,219,Disposition
2,Worcester,FY2020,Motor Vehicle,Payable & Must Appear,Miscellaneous,1774,Disposition
2,Worcester,FY2020,Motor Vehicle,Payable & Must Appear,Tried,1922,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Nolle Prosequi,35,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Jury Trial Prayer,21,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Not Guilty,19,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Dismissed,5,Disposition
2,Worcester,FY2020,Motor Vehicle,DUI/DWI,Stet,1,Disposition
2,Worcester,FY2020,Criminal,Criminal,Not Guilty,113,Disposition
2,Worcester,FY2020,Criminal,Criminal,Stet,146,Disposition
2,Worcester,FY2020,Criminal,Criminal,Jury Trial Prayer,58,Disposition
2,Worcester,FY2020,Criminal,Criminal,Other,20,Disposition
2,Worcester,FY2020,Criminal,Criminal,Guilty,480,Disposition
2,Worcester,FY2020,Criminal,Criminal,Nolle Prosequi,1070,Disposition
2,Worcester,FY2020,Misc,Municipal Infractions,All Disposition Manner,261,Disposition
2,Worcester,FY2020,Criminal,Criminal,Dismissed,46,Disposition
2,Worcester,FY2020,Criminal,Criminal,Forwarded to Circuit Court,120,Disposition
2,Worcester,FY2020,Criminal,Criminal,Probation Before Judgment,577,Disposition
2,Worcester,FY2020,Misc,Civil Citations,All Disposition Manner,1326,Disposition
2,Worcester,FY2020,Civil,Civil,All Judgements,886,Disposition
2,Worcester,FY2020,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,115,Disposition
2,Worcester,FY2020,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,46,Disposition
2,Worcester,FY2020,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,102,Disposition
2,Worcester,FY2020,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,102,Disposition
2,Worcester,FY2020,Motor Vehicle,Parking & Red Light,All Disposition Manner,37,Disposition
